evidence_id,fragment_id,document_id,role,value,source_span,confidence,linked_question_prototypes
ev_00983,frag_01963,doc_0405,value,"$ 275,792","$ 275,792",0.76,"[""qproto_002_metric_lookup""]"
ev_00984,frag_01964,doc_0405,variance_driver,an increase in costs as we accelerated our investments in cloud infra…,"Revenue from cloud arrangements is generally recognized over the service period, while revenue from term and perpetual …",0.665,"[""qproto_005_variance_explanation""]"
ev_00985,frag_01965,doc_0405,metric,Operating expenses,Operating expenses,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_00986,frag_01965,doc_0405,value,"$ 474,459","$ 474,459",0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_00987,frag_01965,doc_0405,variance,27%,27%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_00988,frag_01965,doc_0405,variance_driver,a decrease in billable hours as consulting resources were transitioni…,The decrease in consulting gross profit percent in 2019 was driven by a decrease in billable hours as consulting resour…,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_00989,frag_01966,doc_0405,amount_threshold,$81.2 million,$81.2 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00990,frag_01966,doc_0405,metric,Revenue,Revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00991,frag_01966,doc_0405,value,$81.2 million,$81.2 million,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_00992,frag_01967,doc_0405,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_00993,frag_01967,doc_0405,value,$81.2,$81.2,0.76,"[""qproto_002_metric_lookup""]"
ev_00994,frag_01973,doc_0407,region,Europe,Europe,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00995,frag_01973,doc_0407,amount_threshold,$994.0 million,$994.0 million,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00996,frag_01973,doc_0407,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00997,frag_01973,doc_0407,value,$994.0 million,$994.0 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_00998,frag_01975,doc_0407,region,United States,United States,0.741,"[""qproto_008_threshold_lookup""]"
ev_00999,frag_01975,doc_0407,amount_threshold,$38.4 million,$38.4 million,0.741,"[""qproto_008_threshold_lookup""]"
ev_01000,frag_01977,doc_0407,region,United States,United States,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01001,frag_01977,doc_0407,amount_threshold,$744.6 million,$744.6 million,0.741,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01002,frag_01977,doc_0407,metric,Revenue,Revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01003,frag_01977,doc_0407,value,$744.6 million,$744.6 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_008_threshold_lookup""]"
ev_01004,frag_01987,doc_0409,exception,the stated condition,The majority of non-audit related services are prohibited and others require approval by the Audit Committee.,0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01005,frag_01987,doc_0409,condition,the stated condition,The majority of non-audit related services are prohibited and others require approval by the Audit Committee.,0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01006,frag_01987,doc_0409,rule,The majority of non-audit related services are prohibited and others require ap…,The majority of non-audit related services are prohibited and others require approval by the Audit Committee.,0.589,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01007,frag_01988,doc_0409,exception,the stated condition,There is a statutory overall fee limit of 70 per cent of the average of audit fees charged in the past three years. pag…,0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01008,frag_01988,doc_0409,condition,the stated condition,There is a statutory overall fee limit of 70 per cent of the average of audit fees charged in the past three years. pag…,0.684,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01009,frag_01988,doc_0409,rule,There is a statutory overall fee limit of 70 per cent of the average of audit f…,There is a statutory overall fee limit of 70 per cent of the average of audit fees charged in the past three years. pag…,0.589,"[""qproto_003_rule_lookup"", ""qproto_004_exception_lookup""]"
ev_01010,frag_01990,doc_0409,rule,The external auditor must also satisfy the Company that it is acting independen…,The external auditor must also satisfy the Company that it is acting independently. pages.[0].blocks.[15].words.word_li…,0.589,"[""qproto_003_rule_lookup""]"
ev_01011,frag_01992,doc_0411,exception,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01012,frag_01992,doc_0411,condition,pages,pages,0.684,"[""qproto_004_exception_lookup""]"
ev_01013,frag_01996,doc_0411,region,United States,United States,0.741,"[""qproto_008_threshold_lookup""]"
ev_01014,frag_01996,doc_0411,amount_threshold,"$ 3,425","$ 3,425",0.741,"[""qproto_008_threshold_lookup""]"
ev_01015,frag_02013,doc_0415,rule,"The lease agreements also contain contingent put options (the ""lease put option…","The lease agreements also contain contingent put options (the ""lease put options"") that allow or allowed the lessors to…",0.589,"[""qproto_003_rule_lookup""]"
ev_01016,frag_02015,doc_0415,region,us,us,0.741,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_01017,frag_02015,doc_0415,amount_threshold,$6.7 million,$6.7 million,0.741,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_01018,frag_02015,doc_0415,scope,the stated audience,"During fiscal 2017, one of these lease agreements expired, and we reversed the applicable accrual and recognized a bene…",0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_01019,frag_02015,doc_0415,audience,the stated audience,"During fiscal 2017, one of these lease agreements expired, and we reversed the applicable accrual and recognized a bene…",0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_01020,frag_02015,doc_0415,rule,"During fiscal 2017, one of these lease agreements expired, and we reversed the …","During fiscal 2017, one of these lease agreements expired, and we reversed the applicable accrual and recognized a bene…",0.589,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check"", ""qproto_008_threshold_lookup""]"
ev_01021,frag_02017,doc_0415,region,us,us,0.741,"[""qproto_008_threshold_lookup""]"
ev_01022,frag_02017,doc_0415,amount_threshold,$8.2,$8.2,0.741,"[""qproto_008_threshold_lookup""]"
ev_01023,frag_02026,doc_0415,rule,These amounts are not included in the table above as the unfunded obligations a…,"These amounts are not included in the table above as the unfunded obligations are remeasured each fiscal year, thereby …",0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_01024,frag_02026,doc_0415,amount_threshold,$14.2 million,$14.2 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_01025,frag_02027,doc_0415,region,us,us,0.741,"[""qproto_003_rule_lookup"", ""qproto_008_threshold_lookup""]"
ev_01026,frag_02027,doc_0415,amount_threshold,$87.8,$87.8,0.741,"[""qproto_003_rule_lookup"", ""qproto_008_threshold_lookup""]"
ev_01027,frag_02027,doc_0415,rule,"See Note 19 "" Pension and Postretirement Benefits "" to the consolidated financi…","See Note 19 "" Pension and Postretirement Benefits "" to the consolidated financial statements and "" Critical Accounting …",0.589,"[""qproto_003_rule_lookup"", ""qproto_008_threshold_lookup""]"
ev_01028,frag_02032,doc_0415,amount_threshold,$1.2 million,$1.2 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01029,frag_02033,doc_0415,amount_threshold,$19.1 million,$19.1 million,0.741,"[""qproto_001_threshold_lookup""]"
ev_01030,frag_02035,doc_0415,rule,"Accordingly, in the event that we are required to make any payments as a result…","Accordingly, in the event that we are required to make any payments as a result of this guarantee arrangement, Lamb Wes…",0.589,"[""qproto_003_rule_lookup""]"
ev_01031,frag_02041,doc_0417,amount_threshold,$281.6 million,$281.6 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_01032,frag_02041,doc_0417,rule,Investments in the trust must meet certain investment quality criteria comparab…,Investments in the trust must meet certain investment quality criteria comparable to highly rated government or agency …,0.589,"[""qproto_001_threshold_lookup"", ""qproto_003_rule_lookup""]"
ev_01033,frag_02048,doc_0419,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01034,frag_02048,doc_0419,value,$887 million,$887 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01035,frag_02049,doc_0419,exception,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01036,frag_02049,doc_0419,condition,pages,pages,0.684,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01037,frag_02049,doc_0419,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01038,frag_02049,doc_0419,value,$319 million,$319 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01039,frag_02049,doc_0419,variance,8%,8%,0.665,"[""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01040,frag_02051,doc_0419,amount_threshold,$286 million,$286 million,0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01041,frag_02051,doc_0419,exception,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01042,frag_02051,doc_0419,condition,pages,pages,0.684,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01043,frag_02051,doc_0419,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01044,frag_02051,doc_0419,value,$286 million,$286 million,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01045,frag_02051,doc_0419,variance,37%,37%,0.665,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup"", ""qproto_004_exception_lookup"", ""qproto_010_variance_explanation""]"
ev_01046,frag_02053,doc_0419,metric,operating expenses,operating expenses,0.76,"[""qproto_002_metric_lookup""]"
ev_01047,frag_02053,doc_0419,value,$272 million,$272 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01048,frag_02056,doc_0421,metric,gross margin,gross margin,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01049,frag_02056,doc_0421,value,$4.1 million,$4.1 million,0.76,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01050,frag_02056,doc_0421,variance,58.5%,58.5%,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01051,frag_02056,doc_0421,variance_driver,a change in the sales mix to lower margin products,a change in the sales mix to lower margin products,0.665,"[""qproto_002_metric_lookup"", ""qproto_005_variance_explanation""]"
ev_01052,frag_02058,doc_0421,variance_driver,the addition of net sales of $133,the addition of net sales of $133,0.665,"[""qproto_005_variance_explanation""]"
ev_01053,frag_02060,doc_0421,variance,"In addition, Solid Capacitors net sales was favorably impacted by $6.1 million …","In addition, Solid Capacitors net sales was favorably impacted by $6.1 million from foreign currency exchange due to th…",0.665,"[""qproto_010_variance_explanation""]"
ev_01054,frag_02062,doc_0421,metric,Gross Margin,Gross Margin,0.76,"[""qproto_002_metric_lookup""]"
ev_01055,frag_02062,doc_0421,value,$7.6 million,$7.6 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01056,frag_02063,doc_0421,metric,Gross margin,Gross margin,0.76,"[""qproto_002_metric_lookup""]"
ev_01057,frag_02063,doc_0421,value,83.1%,83.1%,0.76,"[""qproto_002_metric_lookup""]"
ev_01058,frag_02065,doc_0423,region,US,US,0.741,"[""qproto_008_threshold_lookup""]"
ev_01059,frag_02065,doc_0423,amount_threshold,"$283,752","$283,752",0.741,"[""qproto_008_threshold_lookup""]"
ev_01060,frag_02073,doc_0425,effective_date,"January 1, 2012","January 1, 2012",0.807,"[""qproto_007_effective_date_lookup""]"
ev_01061,frag_02075,doc_0425,effective_date,"August 31, 2018","August 31, 2018",0.807,"[""qproto_007_effective_date_lookup""]"
ev_01062,frag_02076,doc_0425,exception,the stated condition,"As is the customary practice with European and Asian companies, the plans are unfunded, with the exception of the Spani…",0.684,"[""qproto_004_exception_lookup""]"
ev_01063,frag_02076,doc_0425,condition,the stated condition,"As is the customary practice with European and Asian companies, the plans are unfunded, with the exception of the Spani…",0.684,"[""qproto_004_exception_lookup""]"
ev_01064,frag_02077,doc_0425,exception,the stated condition,The measurement date of these defined benefit plans is September 30. pages.[0].blocks.[7].words.word_list.[0] = In page…,0.684,"[""qproto_004_exception_lookup""]"
ev_01065,frag_02077,doc_0425,condition,the stated condition,The measurement date of these defined benefit plans is September 30. pages.[0].blocks.[7].words.word_list.[0] = In page…,0.684,"[""qproto_004_exception_lookup""]"
ev_01066,frag_02084,doc_0427,amount_threshold,"$ 12,000","$ 12,000",0.741,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01067,frag_02084,doc_0427,metric,revenue,revenue,0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01068,frag_02084,doc_0427,value,"$ 12,000","$ 12,000",0.76,"[""qproto_001_threshold_lookup"", ""qproto_002_metric_lookup""]"
ev_01069,frag_02085,doc_0427,metric,revenue,revenue,0.76,"[""qproto_002_metric_lookup""]"
ev_01070,frag_02085,doc_0427,value,$6.2 million,$6.2 million,0.76,"[""qproto_002_metric_lookup""]"
ev_01071,frag_02095,doc_0431,rule,Although shareholder ratification of KPMG’s appointment is not legally required…,"Although shareholder ratification of KPMG’s appointment is not legally required, we are submitting this matter to the s…",0.589,"[""qproto_003_rule_lookup""]"
ev_01072,frag_02096,doc_0431,rule,"In determining whether to reappoint KPMG as our independent auditor, the Audit …","In determining whether to reappoint KPMG as our independent auditor, the Audit Committee considered a number of factors…",0.589,"[""qproto_003_rule_lookup""]"
ev_01073,frag_02098,doc_0431,region,us,us,0.741,"[""qproto_008_threshold_lookup""]"
ev_01074,frag_02098,doc_0431,amount_threshold,"$16,014,014","$16,014,014",0.741,"[""qproto_008_threshold_lookup""]"
ev_01075,frag_02099,doc_0431,scope,the stated audience,"In addition, the amount listed for 2018 includes a final billing of $785,000 that was received after we finalized our 2…",0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_01076,frag_02099,doc_0431,audience,the stated audience,"In addition, the amount listed for 2018 includes a final billing of $785,000 that was received after we finalized our 2…",0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_01077,frag_02099,doc_0431,rule,"In addition, the amount listed for 2018 includes a final billing of $785,000 th…","In addition, the amount listed for 2018 includes a final billing of $785,000 that was received after we finalized our 2…",0.589,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
ev_01078,frag_02100,doc_0431,scope,the stated audience,This review includes an evaluation of whether the provision of non-audit services by our independent auditor is compati…,0.665,"[""qproto_003_rule_lookup"", ""qproto_006_applicability_check""]"
